Timestamp,PM2.5_Fidas200,LCS3,PM2.5_BAM1020,LCS4
4/19/2020 23:00,9.78,11.32766667,7,6.069230769
4/20/2020 0:00,8.406666667,9.563666667,7,7.338148148
4/20/2020 1:00,9.218333333,11.82766667,5,6.962758621
4/20/2020 2:00,10.435,13.86266667,6,6.417142857
4/20/2020 3:00,10.84,13.63266667,4,5.602962963
4/20/2020 4:00,9.856666667,12.24933333,3,4.893214286
4/20/2020 5:00,9.611666667,11.31433333,4,4.620689655
4/20/2020 6:00,10.35,10.98933333,7,4.453214286
4/20/2020 7:00,11.49482759,13.084,6,3.951071429
4/20/2020 8:00,12.69,14.74766667,6,3.510689655
4/20/2020 9:00,9.711666667,9.124,5,3.021111111
